"","Price","Address","Updated","Common_Expenses","Floor","Apartments_per_Floor","Number_of_Floors","Property_Type","Zone","Condition","Disposition","Bathrooms","Bedrooms","Built_Square_Meters","Terrace_Square_Meters","Land_Square_Meters","Year_of_Construction","Bedrooms.1","Garages","Floors","Sea_View","Social_Housing","Barbecue","Living_Room","Closet","Patio","Pool","Garage","Pet","Gas_Pipeline","Playroom","Furnished","Duplex","Heating","WiFi","Grill","Gym","Balcony","Storage","Air_Conditioning","Garden","Furnished.1","Radiant_Floor_Heating","Solarium","Furnished.2","Dir_completa","oc_lat","oc_lng","oc_formatted","Municipio","precio_m2"
"148",675,"Av Joaquin Suarez y Grito de Ascencio","2023-10-03",0,0,0,0,"Apartment","Prado","Good condition","Front",1,1,0,0,600,1998,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Av Joaquin Suarez y Grito de Ascencio Prado , Montevideo , Uruguay",-34.86403,-56.20275,"Prado, Montevideo, Uruguay","C",13.1552438639172
"149",575,"Obligado y Rivera","2023-10-08",95,1,4,2,"Apartment","Pocitos","Good condition","Front",1,3,50,0,50,1947,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"Obligado y Rivera Pocitos , Montevideo , Uruguay",-34.90972,-56.15222,"Pocitos, Montevideo, Uruguay","CH",11.5
"150",5000,"ACAPULCO 1500","2023-09-29",1125,2,0,0,"Apartment","Carrasco","Excellent condition","Front",3,4,225,0,392,2012,3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,"ACAPULCO 1500 Carrasco , Montevideo , Uruguay",-34.8874709,-56.0509052,"Acapulco, 11500 Montevideo, Uruguay","E",22.2222222222222
"151",1000,"Avenida italia 2800","2023-09-29",107,0,0,0,"Apartment","Carrasco","Good condition","Front",1,4,74,0,82,1958,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Avenida italia 2800 Carrasco , Montevideo , Uruguay",-34.8781639,-56.0673853,"Avenida Italia, 11500 Montevideo, Uruguay","E",13.5135135135135
"152",800,"BELGRANO","2023-10-06",107,3,3,5,"Apartment","Parque Batlle","Brand new","Front",1,3,70,3,70,2023,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BELGRANO Parque Batlle , Montevideo , Uruguay",-34.8908174,-56.1436734,"Belgrano, Washington Beltrán 1938, 11600 Montevideo, Uruguay","CH",11.4285714285714
"153",850,"Distrito M","2023-09-13",175,5,0,0,"Apartment","Malvín","Excellent condition","Front",1,3,55,0,55,0,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Distrito M Malvín , Montevideo , Uruguay",-34.8886045,-56.1192658,"Distrito M, Samuel Blixen 4375, 11400 Montevideo, Uruguay","E",15.4545454545455
"154",800,"Ramon Masini ","2023-10-04",197,3,0,0,"Apartment","Pocitos","Excellent condition","Back",1,3,65,0,65,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ramon Masini  Pocitos , Montevideo , Uruguay",-34.9093686,-56.1507684,"Ramón Masini, 11300 Montevideo, Uruguay","CH",12.3076923076923
"155",587,"Dr. Enrique Tarigo","2023-10-04",107,9,0,0,"Apartment","Centro","Excellent condition","Front",1,2,41,0,41,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dr. Enrique Tarigo Centro , Montevideo , Uruguay",-34.9064419,-56.191314,"Circunvalación Doctor Enrique Tarigo, 11100 Montevideo, Uruguay","B",14.3170731707317
"156",587,"Av. Italia 4500","2023-10-06",87,4,0,0,"Apartment","Malvín","Brand new","Not applicable",1,2,49,0,53,2023,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"Av. Italia 4500 Malvín , Montevideo , Uruguay",-34.8860419,-56.1043479,"Avenida Italia, 11400 Montevideo, Uruguay","E",11.9795918367347
"157",1200,"","2023-10-04",0,0,0,0,"Apartment","Ciudad Vieja","Excellent condition","Front",1,2,46,0,46,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0," Ciudad Vieja , Montevideo , Uruguay",-34.9063956,-56.2059936,"11000 Montevideo, Uruguay","B",26.0869565217391
"158",650,"Soriano 1111","2023-07-12",0,5,0,0,"Apartment","Centro","Brand new","Front",1,2,0,0,62,2023,1,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"Soriano 1111 Centro , Montevideo , Uruguay",-34.9077361,-56.1918507,"dōmini, Soriano 1111, 11114 Montevideo, Uruguay","B",13.1552438639172
"159",675,"Asuncion al 1200","2023-10-04",249,0,0,0,"Apartment","Aguada","Excellent condition","Front",2,4,86,0,90,2007,3,0,NA,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Asuncion al 1200 Aguada , Montevideo , Uruguay",-34.8953856,-56.1904425,"Asunción, 11100 Montevideo, Uruguay","B",7.84883720930233
"160",4200,"","2023-10-04",675,0,0,12,"Apartment","Punta Carretas","Excellent condition","Front",3,4,190,0,190,0,3,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0," Punta Carretas , Montevideo , Uruguay",-34.9202023,-56.1600649,"11303 Montevideo, Uruguay","CH",22.1052631578947
"161",440,"Agustin Abreu 2386","2023-09-18",37,0,0,1,"Apartment","La Blanqueada","Good condition","Interior",1,2,37,0,37,1950,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Agustin Abreu 2386 La Blanqueada , Montevideo , Uruguay",-34.8823891,-56.1482133,"Agustín Abreu 2384, 2386, 11820 Montevideo, Uruguay","E",11.8918918918919
"162",575,"Concepcion Arenal 1807","2023-10-04",98,0,0,3,"Apartment","Goes","Excellent condition","Front",1,3,50,4,50,1970,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Concepcion Arenal 1807 Goes , Montevideo , Uruguay",-34.881128,-56.1805388,"Concepción Arenal 1807, 1809, 11800 Montevideo, Uruguay","C",11.5
"163",975,"LIbertad 2404","2023-10-06",147,2,0,10,"Apartment","Pocitos","Good condition","Front",2,3,60,3,60,1990,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LIbertad 2404 Pocitos , Montevideo , Uruguay",-34.9128373,-56.1613845,"Libertad 2404, 2404 BIS, 11311 Montevideo, Uruguay","CH",16.25
"164",500,"José Arismendi","2023-09-13",92,0,0,0,"Apartment","Cordón","Good condition","Front",1,1,52,0,55,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"José Arismendi Cordón , Montevideo , Uruguay",-34.9044897,-56.1768986,"José Arismendi, 11200 Montevideo, Uruguay","B",9.61538461538461
"165",912,"","2023-10-04",250,0,0,0,"Apartment","Ciudad Vieja","Excellent condition","Front",1,1,55,0,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," Ciudad Vieja , Montevideo , Uruguay",-34.9063956,-56.2059936,"11000 Montevideo, Uruguay","B",16.5818181818182
"166",500,"Requena 1548","2023-09-19",100,2,4,8,"Apartment","Cordón","Excellent condition","Interior",1,2,40,0,40,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,"Requena 1548 Cordón , Montevideo , Uruguay",-34.8999979,-56.1694379,"Doctor Joaquín Requena 1544, 1548, 1550, 11601 Montevideo, Uruguay","B",12.5
"167",650,"Gonzalo Ramirez casi 21 de Setiembre","2023-09-26",175,9,4,11,"Apartment","Parque Rodó","Excellent condition","Front",1,2,40,4,40,2015,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gonzalo Ramirez casi 21 de Setiembre Parque Rodó , Montevideo , Uruguay",-34.91136,-56.16677,"Parque Rodó, Montevideo, Uruguay","B",16.25
"168",1500,"Martí esq. Rambla Rep. del Perú","2023-06-22",482,2,0,0,"Apartment","Pocitos","Excellent condition","Front",2,4,123,7,123,1959,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Martí esq. Rambla Rep. del Perú Pocitos , Montevideo , Uruguay",-34.90972,-56.15222,"Pocitos, Montevideo, Uruguay","CH",12.1951219512195
"169",1690,"","2023-10-04",297,0,0,0,"Apartment","Punta Carretas","Excellent condition","Front",2,3,90,0,90,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," Punta Carretas , Montevideo , Uruguay",-34.9202023,-56.1600649,"11303 Montevideo, Uruguay","CH",18.7777777777778
"170",625,"Distrito M","2023-09-08",112,5,0,0,"Apartment","Malvín","Excellent condition","Front",1,2,42,0,42,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Distrito M Malvín , Montevideo , Uruguay",-34.8886045,-56.1192658,"Distrito M, Samuel Blixen 4375, 11400 Montevideo, Uruguay","E",14.8809523809524
"171",825,"Oficinas o vivienda. Guayabos. ","2023-08-22",0,0,0,0,"Apartment","Cordón","Brand new","Front",2,1,120,0,120,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oficinas o vivienda. Guayabos.  Cordón , Montevideo , Uruguay",-34.905,-56.16833,"Cordón, Montevideo, Uruguay","B",6.875
"172",725,"","2023-09-23",375,7,0,0,"Apartment","Centro","Good condition","Front",2,4,0,0,78,0,3,0,NA,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0," Centro , Montevideo , Uruguay",-34.9060667,-56.1896562,"11100 Montevideo, Uruguay","B",13.1552438639172
"173",900,"Marco Bruto","2023-09-14",250,2,6,5,"Apartment","Pocitos","Brand new","Back",2,3,55,0,55,2023,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Marco Bruto Pocitos , Montevideo , Uruguay",-34.8998288,-56.1405695,"Marco Bruto, 11600 Montevideo, Uruguay","CH",16.3636363636364
"174",1590,"21 de setiembre ","2023-10-02",150,0,0,0,"Apartment","Punta Carretas","Brand new","Not applicable",1,2,60,0,60,2023,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"21 de setiembre  Punta Carretas , Montevideo , Uruguay",-34.9139078,-56.1614713,"21 de Setiembre, 11311 Montevideo, Uruguay","CH",26.5
"175",4300,"","2023-10-04",700,11,1,0,"Apartment","Punta Carretas","Good condition","Not applicable",2,4,130,15,114,0,3,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," Punta Carretas , Montevideo , Uruguay",-34.9202023,-56.1600649,"11303 Montevideo, Uruguay","CH",33.0769230769231
"176",420,"San José 1226","2023-08-08",62,1,6,10,"Apartment","Centro","Good condition","Front",1,1,35,0,35,1990,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"San José 1226 Centro , Montevideo , Uruguay",-34.90682,-56.1895514,"San José 1222, 1224, 1226, 1228, 1230, 1232, 1226 BIS, 11100 Montevideo, Uruguay","B",12
"177",750,"chucarro 1036","2023-08-08",120,7,0,0,"Apartment","Pocitos","Brand new","Back",1,2,50,3,50,2022,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"chucarro 1036 Pocitos , Montevideo , Uruguay",-34.9127987,-56.149349,"Alejandro Chucarro 1036, 1036 BIS, 11300 Montevideo, Uruguay","CH",15
"178",1250,"GARCIA CORTINAS","2023-07-18",0,0,0,0,"Apartment","Punta Carretas","Excellent condition","Front",1,2,0,0,45,2002,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"GARCIA CORTINAS Punta Carretas , Montevideo , Uruguay",-34.924612,-56.1593546,"Francisco García Cortinas, 11303 Montevideo, Uruguay","CH",13.1552438639172
"179",712,"General Flores 3284","2023-10-02",112,2,0,10,"Apartment","Brazo Oriental","Good condition","Front",2,4,78,4,78,1988,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"General Flores 3284 Brazo Oriental , Montevideo , Uruguay",-34.867983,-56.1722202,"Avenida General Flores 3274, 3276, 3280, 3284, 3288, 11800 Montevideo, Uruguay","C",9.12820512820513
"180",1000,"21 DE SETIEMBRE 2794","2023-10-03",225,802,2,11,"Apartment","Punta Carretas","Excellent condition","Front",2,3,70,4,70,2006,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"21 DE SETIEMBRE 2794 Punta Carretas , Montevideo , Uruguay",-34.9183152,-56.1568184,"21 de Setiembre 2792, 2794, 2796, 11311 Montevideo, Uruguay","CH",14.2857142857143
"181",1800,"","2023-08-02",1075,7,2,0,"Apartment","Parque Batlle","Good condition","Not applicable",3,4,0,10,220,0,3,1,NA,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," Parque Batlle , Montevideo , Uruguay",-34.8939591,-56.1474165,"11820 Montevideo, Uruguay","CH",13.1552438639172
"182",750,"H. Gutiérrez Ruiz 1282","2023-10-05",95,5,2,10,"Apartment","Centro","Excellent condition","Front",1,3,60,5,60,2015,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"H. Gutiérrez Ruiz 1282 Centro , Montevideo , Uruguay",-34.90528,-56.19444,"Centro, Montevideo, Uruguay","B",12.5
"183",2600,"Rivera 8778","2023-09-27",675,3,3,0,"Apartment","Carrasco","Excellent condition","Front",3,5,157,0,180,2013,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,"Rivera 8778 Carrasco , Montevideo , Uruguay",-34.9028713,-56.161191,"Avenida General Rivera, 11601 Montevideo, Uruguay","E",16.5605095541401
"184",400,"","2023-10-06",0,10,6,0,"Apartment","Parque Rodó","Good condition","Front",1,1,0,0,25,0,0,0,NA,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0," Parque Rodó , Montevideo , Uruguay",-34.9100822,-56.1697776,"11200 Montevideo, Uruguay","B",13.1552438639172
"185",875,"21 de Setiembre 8997","2023-09-12",192,0,2,0,"Apartment","Punta Carretas","Good condition","Front",1,2,41,0,44,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"21 de Setiembre 8997 Punta Carretas , Montevideo , Uruguay",-34.9139078,-56.1614713,"21 de Setiembre, 11311 Montevideo, Uruguay","CH",21.3414634146341
"186",787,"Orinoco  5177","2023-10-05",95,3,4,4,"Apartment","Malvín","Excellent condition","Front",1,2,45,10,45,2017,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,"Orinoco  5177 Malvín , Montevideo , Uruguay",-34.8957368,-56.0960794,"Orinoco 5177, 11403 Montevideo, Uruguay","E",17.4888888888889
"187",400,"","2023-10-06",0,6,6,0,"Apartment","Parque Rodó","Good condition","Back",1,1,0,0,25,0,0,0,NA,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0," Parque Rodó , Montevideo , Uruguay",-34.9100822,-56.1697776,"11200 Montevideo, Uruguay","B",13.1552438639172
"188",525,"","2023-09-26",67,0,0,0,"Apartment","Pocitos","Good condition","Interior",1,2,45,0,45,0,1,0,NA,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," Pocitos , Montevideo , Uruguay",-34.9108538,-56.1505748,"11300 Montevideo, Uruguay","CH",11.6666666666667
"189",462,"","2023-09-09",0,5,4,0,"Apartment","Pocitos","Good condition","Front",1,1,0,0,28,0,0,1,NA,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0," Pocitos , Montevideo , Uruguay",-34.9108538,-56.1505748,"11300 Montevideo, Uruguay","CH",13.1552438639172
"190",575,"","2023-10-02",120,5,0,0,"Apartment","Cordón","Good condition","Front",1,2,45,3,48,0,1,0,NA,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1," Cordón , Montevideo , Uruguay",-34.9008267,-56.1801246,"11200 Montevideo, Uruguay","B",12.7777777777778
"191",397,"Rep Dominicana","2023-09-26",83,5,3,10,"Apartment","Parque Batlle","Excellent condition","Front",1,1,27,3,27,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Rep Dominicana Parque Batlle , Montevideo , Uruguay",-34.89427,-56.14546,"Parque Batlle, Montevideo, Uruguay","CH",14.7037037037037
"192",800,"Parva Domus 8775","2023-09-29",150,1,4,0,"Apartment","Punta Carretas","Good condition","Interior",1,2,34,0,34,2002,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,"Parva Domus 8775 Punta Carretas , Montevideo , Uruguay",-34.9257488,-56.159266,"Parva Domus, 11303 Montevideo, Uruguay","CH",23.5294117647059
"193",1125,"José Ma.Montero","2023-10-07",310,5,2,10,"Apartment","Punta Carretas","Excellent condition","Front",2,3,75,3,75,1995,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"José Ma.Montero Punta Carretas , Montevideo , Uruguay",-34.92278,-56.15972,"Punta Carretas, Montevideo, Uruguay","CH",15
"194",697,"21 de setiembre","2023-09-29",230,0,2,0,"Apartment","Punta Carretas","Excellent condition","Front",1,2,42,4,42,1997,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"21 de setiembre Punta Carretas , Montevideo , Uruguay",-34.9139078,-56.1614713,"21 de Setiembre, 11311 Montevideo, Uruguay","CH",16.5952380952381
"195",712,"Erevan 1770","2023-10-02",125,2,10,17,"Apartment","Malvín","Brand new","Front",1,3,51,3,51,2023,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,"Erevan 1770 Malvín , Montevideo , Uruguay",-34.8850074,-56.1125551,"Erevan, 11400 Montevideo, Uruguay","E",13.9607843137255
"196",662,"RAMBLA O´HIGGINS 4700","2023-08-03",68,5,0,0,"Apartment","Malvín","Brand new","Front",1,1,39,0,39,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RAMBLA O´HIGGINS 4700 Malvín , Montevideo , Uruguay",-34.8971573,-56.099587,"Rambla O'Higgins, 11403 Montevideo, Uruguay","E",16.974358974359
"197",612,"Av. Luis Alberto de Herrera 2612","2023-09-06",97,0,0,0,"Apartment","La Blanqueada","Good condition","Back",1,2,51,0,51,0,1,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Av. Luis Alberto de Herrera 2612 La Blanqueada , Montevideo , Uruguay",-34.880973,-56.1533161,"Avenida Luis Alberto de Herrera 2612, 11820 Montevideo, Uruguay","E",12
"198",750,"Jose Marti 3392","2023-08-22",67,5,0,0,"Apartment","Pocitos","Excellent condition","Front",1,1,32,0,32,2018,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Jose Marti 3392 Pocitos , Montevideo , Uruguay",-34.9130728,-56.1485738,"José Martí 3392, 3396, 11300 Montevideo, Uruguay","CH",23.4375
"199",950,"Francisco Vidal","2023-09-11",375,5,5,10,"Apartment","Punta Carretas","Excellent condition","Front",2,3,65,3,65,2003,2,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,"Francisco Vidal Punta Carretas , Montevideo , Uruguay",-34.9192238,-56.1500069,"Francisco Antonio Vidal, 11300 Montevideo, Uruguay","CH",14.6153846153846
"200",625,"Gonzalo Ramírez 2052","2023-10-03",87,1,2,10,"Apartment","Parque Rodó","Good condition","Front",1,2,35,9,35,1998,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,"Gonzalo Ramírez 2052 Parque Rodó , Montevideo , Uruguay",-34.911739,-56.1701892,"Avenida Gonzalo Ramírez 2052, 11200 Montevideo, Uruguay","B",17.8571428571429
"201",650,"San José 800","2023-10-04",125,8,8,0,"Apartment","Centro","Renovated","Front",1,2,43,0,43,1984,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"San José 800 Centro , Montevideo , Uruguay",-34.9075158,-56.1993002,"San José 784, 794, 800, 11000 Montevideo, Uruguay","B",15.1162790697674
"202",800,"Victor Haedo","2023-09-04",105,9,3,11,"Apartment","Cordón","Excellent condition","Front",1,3,50,10,50,2017,2,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Victor Haedo Cordón , Montevideo , Uruguay",-34.8950384,-56.1651472,"Eduardo Víctor Haedo, 11601 Montevideo, Uruguay","B",16
"203",725,"Av. Gral Rondeau 1800","2023-10-03",157,10,8,0,"Apartment","Aguada","Excellent condition","Front",1,3,56,0,65,2006,2,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,"Av. Gral Rondeau 1800 Aguada , Montevideo , Uruguay",-34.89142,-56.18889,"Aguada, Montevideo, Uruguay","B",12.9464285714286
"204",525,"Av. 18 de Julio 2000","2023-09-16",105,4,9,0,"Apartment","Centro","Excellent condition","Front",1,2,37,0,37,1992,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Av. 18 de Julio 2000 Centro , Montevideo , Uruguay",-34.9057661,-56.1890047,"Avenida 18 de Julio, 11100 Montevideo, Uruguay","B",14.1891891891892
"205",347,"","2023-09-15",0,0,0,0,"Apartment","Flor de Maroñas","Good condition","Not applicable",1,1,40,0,40,0,0,0,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0," Flor de Maroñas , Montevideo , Uruguay",-34.8504395,-56.121137,"Flor de Maroñas, Montevideo, Uruguay","F",8.675
"206",647,"José E. Rodó esquina Acevedo Díaz","2023-09-29",72,1,2,3,"Apartment","Cordón","Excellent condition","Front",1,3,48,5,48,1970,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"José E. Rodó esquina Acevedo Díaz Cordón , Montevideo , Uruguay",-34.905,-56.16833,"Cordón, Montevideo, Uruguay","B",13.4791666666667
"207",575,"avenida italia 4541","2023-09-19",75,2,10,17,"Apartment","Malvín","Brand new","Interior",1,2,40,3,40,2023,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,"avenida italia 4541 Malvín , Montevideo , Uruguay",-34.8869956,-56.1114895,"Avenida Italia 4541, 11400 Montevideo, Uruguay","E",14.375
"208",2490,"","2023-10-08",479,5,0,0,"Apartment","Buceo","Good condition","Front",3,3,85,10,115,2023,2,2,NA,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0," Buceo , Montevideo , Uruguay",-34.8978004,-56.1286576,"11600 Montevideo, Uruguay","CH",29.2941176470588
"209",487,"Martín C Martínez y Brandzen","2023-09-12",50,3,8,0,"Apartment","Cordón","Brand new","Front",1,1,26,3,29,2023,0,0,NA,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"Martín C Martínez y Brandzen Cordón , Montevideo , Uruguay",-34.905,-56.16833,"Cordón, Montevideo, Uruguay","B",18.7307692307692
"210",1200,"CRISTOBAL ECHEVARRIARZA 3471","2023-09-13",187,1,4,3,"Apartment","Pocitos","Brand new","Back",1,2,45,4,45,2021,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,"CRISTOBAL ECHEVARRIARZA 3471 Pocitos , Montevideo , Uruguay",-34.9086388,-56.135517,"Pasaje Cristóbal Echevarriarza, 11300 Montevideo, Uruguay","CH",26.6666666666667
"211",1050,"Samuel Blixen 4375","2023-09-06",195,16,4,17,"Apartment","Malvín","Excellent condition","Not applicable",1,3,80,13,80,2020,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"Samuel Blixen 4375 Malvín , Montevideo , Uruguay",-34.888626,-56.1192666,"Samuel Blixen 4375, 11400 Montevideo, Uruguay","E",13.125
"212",1400,"Solano García","2023-04-25",130,4,0,0,"Apartment","Punta Carretas","Good condition","Front",2,3,0,0,66,2019,2,1,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Solano García Punta Carretas , Montevideo , Uruguay",-34.9239002,-56.1569752,"Francisco Solano García, 11303 Montevideo, Uruguay","CH",13.1552438639172
"213",472,"Yaguarón y 18 de Julio ","2023-09-15",0,0,0,0,"Apartment","Centro","Good condition","Front",1,1,70,0,70,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yaguarón y 18 de Julio  Centro , Montevideo , Uruguay",-34.90528,-56.19444,"Centro, Montevideo, Uruguay","B",6.74285714285714
"214",462,"Avenida Libertador Brig. General Lavalleja","2023-09-14",72,0,0,0,"Apartment","Centro","Good condition","Interior",1,1,32,0,32,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Avenida Libertador Brig. General Lavalleja Centro , Montevideo , Uruguay",-34.90528,-56.19444,"Centro, Montevideo, Uruguay","B",14.4375
"215",750,"Chana ","2023-10-06",150,0,0,0,"Apartment","Cordón","Excellent condition","Not applicable",1,3,70,0,70,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Chana  Cordón , Montevideo , Uruguay",-34.9045436,-56.1741743,"Chaná, 11200 Montevideo, Uruguay","B",10.7142857142857
"216",725,"Constituyente 1749","2023-09-30",112,7,0,0,"Apartment","Cordón","Excellent condition","Front",1,3,0,0,70,2018,2,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Constituyente 1749 Cordón , Montevideo , Uruguay",-34.9063096,-56.1786721,"Constituyente 1749, 11200 Montevideo, Uruguay","B",13.1552438639172
